date,close
2023-03-27,11768.83984375
2023-03-28,11716.080078125
2023-03-29,11926.240234375
2023-03-30,12013.4697265625
2023-03-31,12221.91015625
2023-04-03,12189.4501953125
2023-04-04,12126.330078125
2023-04-05,11996.8603515625
2023-04-06,12087.9599609375
2023-04-10,12084.3603515625
2023-04-11,12031.8798828125
2023-04-12,11929.33984375
2023-04-13,12166.26953125
2023-04-14,12123.4697265625
2023-04-17,12157.7197265625
2023-04-18,12153.41015625
2023-04-19,12157.23046875
2023-04-20,12059.5595703125
2023-04-21,12072.4599609375
2023-04-24,12037.2001953125
2023-04-25,11799.16015625
2023-04-26,11854.349609375
2023-04-27,12142.240234375
2023-04-28,12226.580078125
2023-05-01,12212.599609375
2023-05-02,12080.509765625
2023-05-03,12025.330078125
2023-05-04,11966.400390625
2023-05-05,12235.41015625
2023-05-08,12256.919921875
2023-05-09,12179.5498046875
2023-05-10,12306.4404296875
2023-05-11,12328.509765625
2023-05-12,12284.740234375
2023-05-15,12365.2099609375
2023-05-16,12343.0498046875
2023-05-17,12500.5703125
2023-05-18,12688.83984375
2023-05-19,12657.900390625
2023-05-22,12720.7802734375
2023-05-23,12560.25
2023-05-24,12484.16015625
2023-05-25,12698.08984375
2023-05-26,12975.6904296875
2023-05-30,13017.4296875
2023-05-31,12935.2900390625
2023-06-01,13100.98046875
2023-06-02,13240.76953125
2023-06-05,13229.4296875
2023-06-06,13276.419921875
2023-06-07,13104.900390625
2023-06-08,13238.51953125
2023-06-09,13259.1396484375
2023-06-12,13461.919921875
2023-06-13,13573.3203125
2023-06-14,13626.48046875
2023-06-15,13782.8203125
2023-06-16,13689.5703125
2023-06-20,13667.2900390625
2023-06-21,13502.2001953125
2023-06-22,13630.6103515625
2023-06-23,13492.51953125
2023-06-26,13335.7802734375
2023-06-27,13555.669921875
2023-06-28,13591.75
2023-06-29,13591.330078125
2023-06-30,13787.919921875
2023-07-03,13816.76953125
2023-07-05,13791.650390625
2023-07-06,13679.0400390625
2023-07-07,13660.7197265625
2023-07-10,13685.48046875
2023-07-11,13760.7001953125
2023-07-12,13918.9599609375
2023-07-13,14138.5703125
2023-07-14,14113.7001953125
2023-07-17,14244.9501953125
2023-07-18,14353.6396484375
2023-07-19,14358.01953125
2023-07-20,14063.3095703125
2023-07-21,14032.8095703125
2023-07-24,14058.8701171875
2023-07-25,14144.5595703125
2023-07-26,14127.2802734375
2023-07-27,14050.1103515625
2023-07-28,14316.66015625
2023-07-31,14346.01953125
2023-08-01,14283.91015625
2023-08-02,13973.4501953125
2023-08-03,13959.7197265625
2023-08-04,13909.240234375
2023-08-07,13994.400390625
2023-08-08,13884.3203125
2023-08-09,13722.01953125
2023-08-10,13737.990234375
2023-08-11,13644.849609375
2023-08-14,13788.330078125
2023-08-15,13631.0498046875
2023-08-16,13474.6298828125
2023-08-17,13316.9296875
2023-08-18,13290.7802734375
2023-08-21,13497.58984375
2023-08-22,13505.8701171875
2023-08-23,13721.0302734375
2023-08-24,13463.9697265625
2023-08-25,13590.650390625
2023-08-28,13705.1298828125
2023-08-29,13943.759765625
2023-08-30,14019.3095703125
2023-08-31,14034.9697265625
2023-09-01,14031.8095703125
2023-09-05,14020.9501953125
2023-09-06,13872.4697265625
2023-09-07,13748.830078125
2023-09-08,13761.5302734375
2023-09-11,13917.8896484375
2023-09-12,13773.6103515625
2023-09-13,13813.58984375
2023-09-14,13926.0498046875
2023-09-15,13708.330078125
2023-09-18,13710.240234375
2023-09-19,13678.1904296875
2023-09-20,13469.1298828125
2023-09-21,13223.98046875
2023-09-22,13211.8095703125
2023-09-25,13271.3203125
2023-09-26,13063.6103515625
2023-09-27,13092.849609375
2023-09-28,13201.2802734375
2023-09-29,13219.3203125
2023-10-02,13307.76953125
2023-10-03,13059.4697265625
2023-10-04,13236.009765625
2023-10-05,13219.830078125
2023-10-06,13431.33984375
2023-10-09,13484.240234375
2023-10-10,13562.83984375
2023-10-11,13659.6796875
2023-10-12,13574.2197265625
2023-10-13,13407.23046875
2023-10-16,13567.98046875
2023-10-17,13533.75
2023-10-18,13314.2998046875
2023-10-19,13186.1796875
2023-10-20,12983.8095703125
2023-10-23,13018.330078125
2023-10-24,13139.8701171875
2023-10-25,12821.2197265625
2023-10-26,12595.6103515625
2023-10-27,12643.009765625
2023-10-30,12789.48046875
2023-10-31,12851.240234375
2023-11-01,13061.4697265625
2023-11-02,13294.1904296875
2023-11-03,13478.2802734375
2023-11-06,13518.7802734375
2023-11-07,13639.8603515625
2023-11-08,13650.41015625
2023-11-09,13521.4501953125
2023-11-10,13798.1103515625
2023-11-13,13767.740234375
2023-11-14,14094.3798828125
2023-11-15,14103.83984375
2023-11-16,14113.669921875
2023-11-17,14125.48046875
2023-11-20,14284.5302734375
2023-11-21,14199.98046875
2023-11-22,14265.8603515625
2023-11-24,14250.849609375
2023-11-27,14241.01953125
2023-11-28,14281.759765625
2023-11-29,14258.490234375
2023-11-30,14226.2197265625
2023-12-01,14305.0302734375
2023-12-04,14185.490234375
2023-12-05,14229.91015625
2023-12-06,14146.7099609375
2023-12-07,14339.990234375
2023-12-08,14403.9697265625
2023-12-11,14432.490234375
2023-12-12,14533.400390625
2023-12-13,14733.9599609375
2023-12-14,14761.5595703125
2023-12-15,14813.919921875
2023-12-18,14904.8095703125
2023-12-19,15003.2197265625
2023-12-20,14777.9404296875
2023-12-21,14963.8701171875
2023-12-22,14992.9697265625
2023-12-26,15074.5703125
2023-12-27,15099.1796875
2023-12-28,15095.1396484375
2023-12-29,15011.349609375
2024-01-02,14765.9404296875
2024-01-03,14592.2099609375
2024-01-04,14510.2998046875
2024-01-05,14524.0703125
2024-01-08,14843.76953125
2024-01-09,14857.7099609375
2024-01-10,14969.650390625
2024-01-11,14970.1904296875
2024-01-12,14972.759765625
2024-01-16,14944.349609375
2024-01-17,14855.6201171875
2024-01-18,15055.650390625
2024-01-19,15310.9697265625
2024-01-22,15360.2900390625
2024-01-23,15425.9404296875
2024-01-24,15481.919921875
2024-01-25,15510.5
2024-01-26,15455.3603515625
2024-01-29,15628.0400390625
2024-01-30,15509.900390625
2024-01-31,15164.009765625
2024-02-01,15361.6396484375
2024-02-02,15628.9501953125
2024-02-05,15597.6796875
2024-02-06,15609.0
2024-02-07,15756.6396484375
2024-02-08,15793.7099609375
2024-02-09,15990.66015625
2024-02-12,15942.5498046875
2024-02-13,15655.599609375
2024-02-14,15859.150390625
2024-02-15,15906.169921875
2024-02-16,15775.650390625
2024-02-20,15630.7802734375
2024-02-21,15580.8701171875
2024-02-22,16041.6201171875
2024-02-23,15996.8203125
2024-02-26,15976.25
2024-02-27,16035.2998046875
2024-02-28,15947.740234375
2024-02-29,16091.919921875
2024-03-01,16274.9404296875
2024-03-04,16207.509765625
2024-03-05,15939.58984375
2024-03-06,16031.5400390625
2024-03-07,16273.3798828125
2024-03-08,16085.1103515625
2024-03-11,16019.26953125
2024-03-12,16265.6396484375
2024-03-13,16177.76953125
2024-03-14,16128.5302734375
2024-03-15,15973.169921875
2024-03-18,16103.4501953125
2024-03-19,16166.7900390625
2024-03-20,16369.41015625
2024-03-21,16401.83984375
2024-03-22,16428.8203125
2024-03-25,16384.470703125
2024-03-26,16315.7001953125
2024-03-27,16399.51953125
2024-03-28,16379.4599609375
2024-04-01,16396.830078125
2024-04-02,16240.4501953125
2024-04-03,16277.4599609375
2024-04-04,16049.080078125
2024-04-05,16248.51953125
2024-04-08,16253.9599609375
2024-04-09,16306.6396484375
2024-04-10,16170.3603515625
2024-04-11,16442.19921875
2024-04-12,16175.08984375
2024-04-15,15885.01953125
2024-04-16,15865.25
2024-04-17,15683.3701171875
2024-04-18,15601.5
2024-04-19,15282.009765625
2024-04-22,15451.3095703125
2024-04-23,15696.6396484375
2024-04-24,15712.75
2024-04-25,15611.759765625
2024-04-26,15927.900390625
2024-04-29,15983.080078125
2024-04-30,15657.8203125
2024-05-01,15605.48046875
